,um,model
547,5.338000084302621,1.1588831044490017e-09
548,5.338800084282411,1.1587441341841803e-09
549,5.339600084262202,1.1584496824086657e-09
550,5.340400084241992,1.157682615416371e-09
551,5.341200084221782,1.1564681831074812e-09
552,5.3420000842015725,1.1555087064899971e-09
553,5.342800084181363,1.1549976781984261e-09
554,5.343600084161153,1.1545424513368998e-09
555,5.344400084140943,1.1539314146236158e-09
556,5.345200084120734,1.152980388904653e-09
557,5.346000084100524,1.1522392789235777e-09
558,5.346800084080314,1.1512459163198172e-09
559,5.347600084060105,1.1501652757264537e-09
560,5.348400084039895,1.1493173773102907e-09
561,5.349200084019685,1.1481424509052732e-09
562,5.3500000839994755,1.147410507946373e-09
563,5.350800083979266,1.1473955489386892e-09
564,5.351600083959056,1.1477091785104562e-09
565,5.352400083938846,1.1479309452183732e-09
566,5.353200083918637,1.1474544061073823e-09
567,5.354000083898427,1.1469818606677173e-09
568,5.354800083878217,1.1465946525034273e-09
569,5.355600083858008,1.1465893208746636e-09
570,5.356400083837798,1.1469939137675403e-09
571,5.357200083817588,1.1472784048266077e-09
572,5.3580000837973785,1.147656142023678e-09
573,5.358800083777169,1.1477499991252508e-09
574,5.359600083756959,1.147480846145551e-09
575,5.360400083736749,1.146745587985516e-09
576,5.36120008371654,1.1457599876156274e-09
577,5.36200008369633,1.1453397104576075e-09
578,5.36280008367612,1.1453386372940747e-09
579,5.363600083655911,1.1457645801733937e-09
580,5.364400083635701,1.146345304701697e-09
581,5.365200083615491,1.146366839302465e-09
582,5.3660000835952815,1.1457245900304415e-09
583,5.366800083575072,1.144613239397322e-09
584,5.367600083554862,1.1436481535383473e-09
585,5.368400083534652,1.143065533490783e-09
586,5.369200083514443,1.1425178573003622e-09
587,5.370000083494233,1.1421317293436927e-09
588,5.370800083474023,1.1417591703624373e-09
589,5.371600083453814,1.1408350090005636e-09
590,5.372400083433604,1.1399642583550476e-09
591,5.373200083413394,1.1390848369732043e-09
592,5.3740000833931845,1.1381955144574378e-09
593,5.374800083372975,1.1377424631077188e-09
594,5.375600083352765,1.1376885699521135e-09
595,5.376400083332555,1.1377772673849475e-09
596,5.377200083312346,1.1370364283009266e-09
597,5.378000083292136,1.135506453368627e-09
598,5.378800083271926,1.1339659888468e-09
599,5.379600083251717,1.132684656851799e-09
600,5.380400083231507,1.1320069216077143e-09
601,5.381200083211297,1.1315612048878691e-09
602,5.3820000831910875,1.131641655233428e-09
603,5.382800083170878,1.1318540258422316e-09
604,5.383600083150668,1.131391588670765e-09
605,5.384400083130458,1.1309289963817073e-09
606,5.385200083110249,1.130535373197938e-09
607,5.386000083090039,1.1303919656150911e-09
608,5.386800083069829,1.130772612305669e-09
609,5.38760008304962,1.1310753119216504e-09
610,5.38840008302941,1.1313770789545797e-09
611,5.3892000830092,1.1313904784595335e-09
612,5.3900000829889905,1.1314630182304604e-09
613,5.390800082968781,1.1317113910985198e-09
614,5.391600082948571,1.131335749879371e-09
615,5.392400082928361,1.1304932474521657e-09
616,5.393200082908152,1.12980826972643e-09
617,5.394000082887942,1.1296494479055549e-09
618,5.394800082867732,1.1296860680274029e-09
619,5.395600082847523,1.1295512499839137e-09
620,5.396400082827313,1.1293815400179977e-09
621,5.397200082807103,1.1288302769515813e-09
622,5.3980000827868935,1.1277451281165546e-09
623,5.398800082766684,1.1270185367530096e-09
624,5.399600082746474,1.1268239897911396e-09
625,5.400400082726264,1.1268271003733463e-09
626,5.401200082706055,1.1268629335422757e-09
627,5.402000082685845,1.12648313694674e-09
628,5.402800082665635,1.125548334139552e-09
629,5.403600082645426,1.1244487987723486e-09
630,5.404400082625216,1.123596599452697e-09
631,5.405200082605006,1.1228667428996831e-09
632,5.4060000825847965,1.121620562558698e-09
633,5.406800082564587,1.1206347867396582e-09
634,5.407600082544377,1.1203617710132252e-09
635,5.408400082524167,1.1200439001514135e-09
636,5.409200082503958,1.119551962686828e-09
637,5.410000082483748,1.1188778169787224e-09
